Minisector,VER,SAI,Fastest
0,289.4844830347397,277.24016785066664,VER
1,158.44470148190476,160.08070407445166,SAI
2,151.946348965614,151.4397550800501,VER
3,227.08558476767564,232.66018389559085,SAI
4,285.6083850320579,284.3249064825487,VER
5,286.94803212554484,275.81124640277056,VER
6,143.51949296319196,143.5235195572802,SAI
7,144.7470094774001,141.4123427891681,VER
8,141.5300379880059,141.98669091792712,SAI
9,195.25650131449783,194.6097958342381,VER
10,132.16676374670365,127.82094775931019,VER
11,121.94213721006325,119.61224275911304,VER
12,168.99136072674375,178.69697824231315,SAI
13,269.5672363873016,269.41497985396825,VER
14,291.39226177662334,282.8107141962733,VER
15,152.27664856522702,146.8505813723145,VER
16,206.3795610314331,205.78664671382458,VER
17,174.67341155132274,181.14971267047682,SAI
18,274.97408125714287,274.4817210984127,VER
19,298.3345451133103,294.5510986864604,VER
20,314.1325391818594,305.76369781333335,VER
21,326.0476501573935,311.94711199816993,VER
22,331.73962599047525,314.07791664,VER
23,334.2833332190476,316.09880954920635,VER
24,335.8014007313312,314.3233333333333,VER
25,334.1166666666667,,VER
