Minisector,RUS,HAM,Fastest
0,298.9960631541935,285.5589542985432,RUS
1,151.975642219457,150.98345274153326,RUS
2,148.89403596463887,144.01379835029837,RUS
3,231.04923167463463,231.01891982283905,RUS
4,287.79384399627924,289.7491505487528,HAM
5,291.6414963309421,289.76362206997453,RUS
6,138.6952646061343,136.00305105079516,RUS
7,137.17001312063664,134.70817391224648,RUS
8,131.5904682374677,127.45992770331384,RUS
9,187.0855327733858,188.10440769567347,HAM
10,129.9139095780752,121.35633572619037,RUS
11,122.09201271988637,122.98034876522692,HAM
12,167.89272902750278,156.48825019598445,RUS
13,270.28145857333334,269.03007870656916,RUS
14,294.452595978836,295.4251657659259,HAM
15,142.36803073101552,143.33179148331942,HAM
16,205.40899258637558,193.0874346519986,RUS
17,173.16034407907688,172.3939705876477,RUS
18,270.245056405008,274.6837901100699,HAM
19,294.4419982060606,298.5012229077686,HAM
20,309.99528268900906,313.7959776831336,HAM
21,319.2197147119192,324.23968274285716,HAM
22,324.94278298588245,329.4089381354889,HAM
23,328.0118054806349,333.1429923636364,HAM
24,326.6461706768254,332.9430963816993,HAM
25,328.0,,RUS
