Minisector,HAM,GAS,Fastest
0,257.1647344252217,255.39798114530035,HAM
1,133.99826054849447,133.88883736009063,HAM
2,265.8352521673143,268.83197207182303,GAS
3,308.5520057570375,311.7174732223266,GAS
4,307.98717804767676,313.08702372219784,GAS
5,317.1129945521693,322.0343197362228,GAS
6,322.5183261777826,326.14628474666665,GAS
7,323.0286062340373,322.15507944371416,HAM
8,214.54189210543515,193.95418608353077,HAM
9,200.36900012830284,202.9131105186032,GAS
10,184.86017363742985,179.19122024622254,HAM
11,173.04528386434032,171.80443213449513,HAM
12,258.12155583117243,253.57246384169284,HAM
13,281.8066596249736,271.8683763471156,HAM
14,287.0228853187109,284.3587420215692,HAM
15,275.5901586210572,281.0153472474074,GAS
16,170.79029828529423,173.94703292011712,GAS
17,194.81501464697092,195.43427975038756,GAS
18,247.65186603459355,247.88633272974874,GAS
19,293.3574700864883,294.881064935873,GAS
20,311.3854556761606,313.972796007619,GAS
21,316.4650000178882,320.82928286597127,GAS
22,314.6391412711619,317.03497136234495,GAS
23,266.45902668072506,234.86125941964903,HAM
24,119.91550433491282,121.27145739570884,GAS
