Minisector,HAM,ALB,Fastest
0,291.13088402341856,295.70902746666667,ALB
1,301.0930643279503,304.51969692121213,ALB
2,275.3403730804799,273.8158121033571,HAM
3,116.39511041312467,113.73756797111456,HAM
4,228.1167091115613,227.7359180505747,HAM
5,272.09077165936293,274.1211378151619,ALB
6,219.39770962380953,202.8618899764706,HAM
7,175.17917701278245,175.0591717972039,HAM
8,209.23914104242425,204.07554274407406,HAM
9,217.9268068580979,213.5509685,HAM
10,120.24437897207484,119.13485603722508,HAM
11,229.80277735111113,232.36926527634265,ALB
12,121.90216956276115,120.07397992992529,HAM
13,229.66353073529797,233.15490956190476,ALB
14,274.125166976,276.9840031756073,ALB
15,218.2051564263677,210.0047992888889,HAM
16,210.9211508,206.30425479225283,HAM
17,253.81244881783243,256.8821867287478,ALB
18,207.08610922020202,191.69279318619832,HAM
19,199.2680731706898,203.01466264011543,ALB
20,267.49573883733336,272.2989335083449,ALB
21,287.1385868985507,292.61177539710144,ALB
22,172.98317359942627,162.540593865938,HAM
23,222.18158006121834,228.91365846450844,ALB
24,274.7913414843197,277.40660086707544,ALB
25,285.72636810217574,,HAM
