Minisector,VER,PIA,Fastest
0,290.32400995822576,291.0554977658095,PIA
1,300.6795483068939,301.9233823018488,PIA
2,298.9438034697143,303.2390176005409,PIA
3,197.10203302860637,193.48065947193334,VER
4,211.05558206922825,210.3424484868214,VER
5,201.76679668693552,202.89470825031694,PIA
6,263.72505476761904,262.56657869172903,VER
7,258.66576485256974,255.28955131097308,VER
8,218.35274945734264,213.10645814833978,VER
9,217.51697554324724,211.17013677619047,VER
10,141.09326521117524,140.75313830086628,VER
11,205.55908369058068,200.89679340495348,VER
12,187.23679246355087,188.4290447884283,PIA
13,249.1734054129778,252.05906370811508,PIA
14,189.13839972845244,185.49942644063492,VER
15,234.3719366352735,231.4871043339269,VER
16,279.10185453779053,279.7119981329705,PIA
17,285.7369645836498,290.767638281946,PIA
18,280.74216689890466,285.63933506408716,PIA
19,270.99377408304764,273.4462897287247,PIA
20,267.43021530906395,265.82625424159164,VER
21,263.9432692773528,264.88941810427934,PIA
22,235.12628806104888,231.14001794288512,VER
23,208.36152135547428,207.63863368932104,VER
24,269.156989249636,266.9888140300164,VER
25,,281.0,PIA
