Minisector,HAM,NOR,Fastest
0,306.0316470603174,295.2719551589743,HAM
1,244.96687550461772,235.635938,HAM
2,193.56909680436925,203.6941965608485,NOR
3,266.57718881347495,267.5672840691358,NOR
4,216.45494155558166,224.24637388997297,NOR
5,110.41729913786064,111.15957795674814,NOR
6,173.13683051916567,175.05242114370316,NOR
7,257.96983481958847,255.8567939152709,HAM
8,288.5947243804096,284.68501884844125,HAM
9,303.24444462222226,296.33974214060066,HAM
10,307.4059527241083,290.2210237805714,HAM
11,239.24290453350758,221.47600103236806,HAM
12,143.9463807458478,147.51959922906389,NOR
13,255.73573909590402,257.17844394557824,NOR
14,290.39817693845754,289.13805941807993,HAM
15,298.6671664213333,295.08437506666667,HAM
16,290.240624984127,279.77163466666667,HAM
17,243.9597886646489,244.8975808344086,NOR
18,170.69292420101627,174.82246775147104,NOR
19,182.47203214134683,182.96009510692025,NOR
20,174.18832648043266,174.72373742531303,NOR
21,238.57170568386636,245.07575158053493,NOR
22,120.1460903709008,122.41118231808487,NOR
23,199.20306352757555,192.87863784126984,HAM
24,281.4653691303709,281.0955677707854,HAM
25,295.10833386666667,,HAM
