Minisector,VER,SAI,Fastest
0,286.9958332121212,301.0600342327821,SAI
1,306.61135237238994,325.58083311999997,SAI
2,305.00749984,307.5874981333333,SAI
3,185.89131353490183,177.84915252626223,VER
4,220.6122469518622,219.47678651428572,VER
5,207.86724097471264,203.1157094576425,VER
6,193.40946958267247,189.62126287843137,VER
7,213.9219069020408,213.416665611712,VER
8,258.99289366863593,256.8320926349206,VER
9,266.50790690585836,257.0894876317033,VER
10,179.11110479051817,172.61636592058144,VER
11,240.8908154962266,239.4874649831066,VER
12,116.99929565528255,117.49451633494294,SAI
13,231.25773924797178,230.38135977078252,VER
14,277.8720246948836,273.63018438161436,VER
15,284.56639561558444,277.4150979324675,VER
16,205.652049000183,203.35149125206976,VER
17,184.1137871182665,188.14363584414374,SAI
18,269.96556849392994,271.3407599304348,SAI
19,295.9234129995465,294.0861216169533,VER
20,308.4617104627515,304.2489581333333,VER
21,309.20124976,303.13931572571425,VER
22,269.8086032945746,243.04992981138332,VER
23,121.31068436613765,120.53985227288427,VER
24,244.05487955493737,248.1284984502857,SAI
25,275.0750016,,VER
