Minisector,VER,PER,Fastest
0,294.00734374269837,290.70773720474307,VER
1,167.79959670483439,168.7522717838471,PER
2,174.16979486192753,169.4308009056956,VER
3,251.60227958719264,253.91827004486768,PER
4,288.42102711869654,289.5492625675461,PER
5,256.4247121811582,255.3402443894346,VER
6,229.21719758955822,226.46809934510821,VER
7,156.54178295344346,152.39707906162684,VER
8,230.48528752965078,226.48022898790228,VER
9,281.34911973618347,280.65515687860926,VER
10,299.9306413619295,300.71560709956714,PER
11,308.58545491897047,309.7414248547279,PER
12,313.06969246031747,312.4331140491228,VER
13,314.220918214966,307.78929762147186,VER
14,138.54591192680476,135.5525568627884,VER
15,127.04667051154846,119.40740060758941,VER
16,102.46848640506535,100.20942247268553,VER
17,234.40825399712614,235.62674003431172,PER
18,288.39047065475836,286.3215101481559,VER
19,307.9534475424339,310.0192933677823,PER
20,318.19992575914955,319.74447096719575,PER
21,323.6303921568628,323.4087299430065,VER
22,133.06608004609186,128.9805558094601,VER
23,193.8820066320599,209.71028614657212,PER
24,269.5308341056318,271.504858623613,PER
25,283.9062496,,VER
