Minisector,HAM,GAS,Fastest
0,300.8512595974095,296.74566619887634,HAM
1,229.31510860546032,241.05564304203173,GAS
2,135.43885371757403,130.7375709454579,HAM
3,245.97524985779845,244.71145540225908,HAM
4,191.96616683020682,191.0077345887125,HAM
5,239.65652069538316,241.7784168491413,GAS
6,226.23560035003067,226.63927732684442,GAS
7,257.2135994407408,248.19756969086419,HAM
8,288.70266636344337,282.79098233318683,HAM
9,205.32357823747614,211.84661871891157,GAS
10,201.53036528335025,200.52600655293654,HAM
11,274.21703255316805,268.9689289667448,HAM
12,218.63858133294536,212.52927650152313,HAM
13,251.66249909255188,246.92990722455937,HAM
14,290.99291529251326,288.47613951525807,HAM
15,305.3619792242424,302.2237012987013,HAM
16,307.43795747262175,298.58101280148145,HAM
17,209.68175443273057,211.62950964191128,GAS
18,260.32540630219347,260.8826794680354,GAS
19,293.361906402963,293.00710934695894,HAM
20,305.7395927949121,304.0167621340578,HAM
21,304.3369489403752,300.89483222857143,HAM
22,150.66924657349628,151.73798226808483,GAS
23,234.30500236458653,225.70163618850245,HAM
24,288.0410984035072,284.1687005184,HAM
