Minisector,SAI,HAM,Fastest
0,293.8499419160248,290.00550061783485,SAI
1,157.33382892790135,152.37437759465774,SAI
2,153.9921448879336,151.29453701536883,SAI
3,222.67616004481832,233.43448599767217,HAM
4,285.59067424424876,293.68703570761903,HAM
5,296.33746314323383,296.17538348028023,SAI
6,152.59238339768748,152.133946239372,SAI
7,141.58786604466928,141.94455646735864,HAM
8,147.10669844866467,133.67238372308776,SAI
9,184.5921621092066,197.10209538379436,HAM
10,135.8015485890527,130.18347616784777,SAI
11,127.53170552832603,123.08025291380474,SAI
12,151.83857423007214,164.59583460334974,HAM
13,267.32522295415873,268.5672375110509,HAM
14,294.50467787482444,294.8209084206965,HAM
15,151.47505602066377,149.52659041777778,SAI
16,207.4953433144351,206.07924174352462,SAI
17,172.37442083229385,175.7508614987003,HAM
18,272.35451263622195,272.7862321775052,HAM
19,295.67293768138717,297.7804044251983,HAM
20,308.3707804292283,310.44053090806244,HAM
21,315.87041670933337,318.33839548203844,HAM
22,320.6685327951625,322.90125009082703,HAM
23,323.3604167253333,325.6325747222518,HAM
24,324.25581817893607,322.2907433056077,SAI
