Minisector,HAM,GAS,Fastest
0,268.5476044127677,271.2065754764237,GAS
1,117.35126370809125,115.50759569538658,HAM
2,163.22877011695644,163.81471088435373,GAS
3,198.25353407933747,192.31853847107098,HAM
4,165.86401076477497,167.6999542124542,GAS
5,234.72216571555555,238.61551951994045,GAS
6,186.16592726311475,181.79884837384836,HAM
7,134.32283763937622,140.19614582914394,GAS
8,243.8436639208697,242.53982683982684,HAM
9,289.1207182518518,286.3399074311111,HAM
10,276.1228712293037,271.31556868584255,HAM
11,151.9274953731889,147.10161929518287,HAM
12,230.4159805921936,233.1881704155875,GAS
13,280.1974076760494,280.6495421245421,GAS
14,246.15438383199998,244.56858932535147,HAM
15,92.27522392829597,101.34535427604109,GAS
16,229.49583990675316,232.04991692088888,GAS
17,294.6476300960706,298.1585714285714,GAS
18,326.24218317714286,318.24126855268423,HAM
19,334.05859009809524,326.0021684571429,HAM
20,330.01627946773226,327.1284090909091,HAM
21,281.33337234106443,226.31815227484046,HAM
22,149.22055244101276,150.51705804781673,GAS
23,246.176166857754,245.24722837037638,HAM
24,298.86889212396295,286.1647079690631,HAM
25,314.3624992,,HAM
