Minisector,NOR,ALO,Fastest
0,290.6380358552381,288.9373915716918,NOR
1,297.64702360560227,296.26827744985997,NOR
2,165.39411626666669,170.9470746091018,ALO
3,217.93469534943802,220.60716667733334,ALO
4,273.72312544,272.35855219649125,NOR
5,293.17999343068783,291.8821378524346,NOR
6,295.83032397037033,299.66176476862745,ALO
7,189.05301535632185,196.87642031216703,ALO
8,116.37055630222221,116.44220925217391,ALO
9,247.47510855064937,243.32546263326137,NOR
10,285.97278829072684,280.1272859782301,NOR
11,296.9657406814815,293.21296296296293,NOR
12,153.27422991123552,160.82709381004221,ALO
13,180.44166783999998,177.52003856761905,NOR
14,255.2108674330381,251.784208679242,NOR
15,206.160141221978,219.66035800380953,ALO
16,216.28611146666665,211.16618440650825,NOR
17,218.7133708006604,217.41850039466667,NOR
18,243.0406931878788,234.37246302608696,NOR
19,275.6568346022166,271.6641080569626,NOR
20,292.5335649185185,290.0855261192982,NOR
21,270.1602374552381,279.1552641122807,ALO
22,228.47851952268755,238.70112841300903,ALO
23,200.30163213544972,198.43981432098767,NOR
24,264.45360105568346,259.2688197505776,NOR
25,,278.53233811836355,ALO
