Minisector,HAM,ALO,Fastest
0,285.42647123002797,283.2645293166843,HAM
1,121.66221918653517,118.64997408963038,HAM
2,164.17509643753215,164.27492158901535,ALO
3,211.48037165820105,206.14805473773785,HAM
4,160.3216319193896,170.5669325467626,ALO
5,243.37697104550267,243.80417111238094,ALO
6,212.3022297635533,189.4771826772294,HAM
7,139.0561502725354,141.4365550248747,ALO
8,234.87419232725026,239.13393882144817,ALO
9,277.4582041,278.18325564190474,ALO
10,287.5515969975655,272.87640224996875,HAM
11,153.90030215050072,151.41595847603406,HAM
12,223.83240868172336,228.4549104602026,ALO
13,272.46166568084465,272.46986914555555,ALO
14,266.8723917173754,244.78105368446708,HAM
15,98.62473555566947,99.70145200402683,ALO
16,223.0830970941203,217.02769480175613,HAM
17,272.07243735278496,274.28577753071744,ALO
18,293.24861730509804,304.4023995104643,ALO
19,304.61158089411765,317.8155714156014,ALO
20,309.59732969479325,324.4036673705495,ALO
21,291.8993373125541,255.733857630839,HAM
22,155.28805848638493,153.66459659878743,HAM
23,235.44653254824635,243.3597984302068,ALO
24,277.28210818362425,283.48311627271516,ALO
