Minisector,HAM,BOT,Fastest
0,288.9189585066666,294.31989168818325,BOT
1,293.0325937980324,297.1414357333333,BOT
2,168.11587285751708,170.40572917003027,BOT
3,235.9510424,228.79174336397517,HAM
4,280.1290590510261,276.5871922803125,HAM
5,298.0190671461531,293.4959068488878,HAM
6,303.96127454117646,298.96447376842104,HAM
7,153.66710677183744,149.64805683094264,HAM
8,149.49766274612244,144.88652048519214,HAM
9,256.9416100742134,253.68841389192502,HAM
10,286.83932737566136,285.91271893333334,HAM
11,297.6914926793148,297.3010049465707,HAM
12,148.3254398069794,147.25828423208281,HAM
13,210.29551138048146,206.71475423583541,HAM
14,269.44686850167943,264.7952016627354,HAM
15,210.42828006061723,203.5068352282187,HAM
16,228.67564207373525,228.87016726121976,BOT
17,223.31738062019048,214.15125888888886,HAM
18,253.53529720394195,247.83472726648594,HAM
19,280.97412376666335,278.24557166123134,HAM
20,296.88157911578946,294.15342539386756,HAM
21,267.5598610544849,262.9709750566893,HAM
22,228.20544033443147,217.65915269512246,HAM
23,216.97020463247623,217.7724650197173,BOT
24,273.7835323574012,270.7403068143111,HAM
25,289.4166677333333,,HAM
