Minisector,NOR,ALO,Fastest
0,317.278491569733,318.83279565343884,ALO
1,325.23510104,329.09509175071014,ALO
2,329.18408228786035,331.86310722742854,ALO
3,192.17159214192088,186.97985992871457,NOR
4,116.18429370933603,106.08646651292044,NOR
5,260.6992463074544,263.2609557148361,ALO
6,297.3768253635401,299.32659853494766,ALO
7,307.61430559999997,314.80742627361343,ALO
8,268.1803637664303,269.37062123698473,ALO
9,137.99466666888114,135.94732568440827,NOR
10,210.01142909943243,213.12334013793102,ALO
11,205.44852193658474,201.18281175237942,NOR
12,185.36747911419826,184.56185442223486,NOR
13,268.36743666834286,265.9355594109091,NOR
14,309.12707611111745,301.60488857790324,NOR
15,327.8204943571386,315.4015418219302,NOR
16,261.41121933824707,251.76720062984128,NOR
17,209.37432481487775,204.38043583022912,NOR
18,267.65184394913354,271.12358186949746,ALO
19,303.8041488842914,305.5510015381396,ALO
20,313.1998819470899,320.31089996973463,ALO
21,292.6419188716178,300.4964624494087,ALO
22,199.81095867690476,198.02118087974603,NOR
23,259.4250511967543,259.3195331390476,NOR
24,298.7385074688889,299.3135311815956,ALO
25,,311.45999872,ALO
