Minisector,HAM,BOT,Fastest
0,253.61641978344502,260.46958825253944,BOT
1,134.9093545247272,127.97376075698023,HAM
2,200.3838721445213,199.7058418713599,HAM
3,244.34527568007326,249.5677565681332,BOT
4,255.35758706089752,261.11200323331275,BOT
5,178.65354805789852,173.8250127719009,HAM
6,147.34201111607183,148.58009484201762,BOT
7,180.18938939850307,187.84972934813374,BOT
8,99.92128401715645,102.3018259137728,BOT
9,72.76568897843995,73.43682820148234,BOT
10,93.2467291764812,95.18489328724894,BOT
11,184.04675234132475,186.22823158731606,BOT
12,242.9797440003734,248.1137978048852,BOT
13,264.1797096354947,273.19842151036636,BOT
14,271.8241764336996,286.2705907685698,BOT
15,112.73944626830789,118.1388824123364,BOT
16,149.03730064975923,144.35502842014236,HAM
17,189.75112026161088,187.14288683657304,HAM
18,199.40390009172972,200.6414766416405,BOT
19,207.6288517019608,212.40826729354444,BOT
20,138.0067323026819,138.62345877016028,BOT
21,114.11255011873516,114.27818175361158,BOT
22,94.44947913419637,94.0186509874342,HAM
23,195.8916623589449,196.1465654717165,BOT
24,247.75485086364344,253.36626875049618,BOT
25,,267.3333333333333,BOT
