Minisector,SAI,GAS,Fastest
0,309.56520783999997,291.30426041890314,SAI
1,325.7929809797013,300.1558634145081,SAI
2,336.31851350059657,304.80674336842105,SAI
3,327.82754755555555,292.1818908452563,SAI
4,160.64274431958077,167.86486342495405,GAS
5,205.81914510710132,209.1078095664135,GAS
6,233.56583330133333,228.96977320266092,SAI
7,267.26963753342767,263.45114013495225,SAI
8,256.7953560231579,253.09003742608692,SAI
9,163.59678593764707,159.47314812104884,SAI
10,227.99133450149716,226.8688347220929,SAI
11,132.72578740897458,136.71927122727493,GAS
12,230.11666666666667,222.2442299897436,SAI
13,188.31919483297335,185.5294509052914,SAI
14,217.97968944721694,217.99568638881422,GAS
15,244.82639328523496,234.79995219350425,SAI
16,264.1287628624176,254.59851221468256,SAI
17,287.4134920634921,277.5478741260771,SAI
18,122.95926325039308,127.34333321321117,GAS
19,158.701844993458,161.81112386655417,GAS
20,144.81756451337577,146.50843954090354,GAS
21,159.97545754893693,159.64308343996464,SAI
22,113.868299000538,117.47641678882233,GAS
23,228.0657647751307,227.5655469775238,SAI
24,271.6903971283159,270.2373414949554,SAI
25,,283.07916693333334,GAS
