Minisector,BOT,SAI,Fastest
0,287.22437183673924,271.92777757460317,BOT
1,311.59523784873954,289.0719905777778,BOT
2,312.4605376627451,293.20612542299267,BOT
3,131.78668383420757,130.00731658319825,BOT
4,212.01502949600464,209.7150908162014,BOT
5,263.97618097513487,253.92103240997733,BOT
6,146.38990947030427,142.64181181484773,BOT
7,215.69516689066666,215.3906657706667,BOT
8,264.9554285139978,261.027958210027,BOT
9,282.50621014984546,279.1660088140351,BOT
10,230.56141328695654,242.40194162959907,SAI
11,190.09975243705304,183.50485912606575,BOT
12,207.03164050477494,199.64969571470016,BOT
13,148.72524297020084,143.7242972991453,BOT
14,189.34941618233793,187.06587793006491,BOT
15,176.0784545403689,169.79190808571428,BOT
16,229.7678822095238,227.423252529637,BOT
17,249.31199616853198,237.67302476190477,BOT
18,248.91560651131832,246.36317578492407,BOT
19,236.9733496607018,226.1571427679132,BOT
20,150.97253696426532,148.5289343703704,BOT
21,135.04886211113143,130.52171112665022,BOT
22,183.43536489195404,182.83879257011492,BOT
23,160.31096458499977,154.20139376372984,BOT
24,236.43003386666666,236.0262394031746,BOT
