Minisector,LEC,STR,Fastest
0,303.294194976254,291.69184791885715,LEC
1,318.1464255775438,303.7657258828011,LEC
2,324.9298120894074,309.357833343256,LEC
3,326.8230468324066,307.6094225712281,LEC
4,195.9873971419666,189.1990373795091,LEC
5,205.2692687441013,214.03754225015874,STR
6,264.66682779602337,267.15360615416523,STR
7,263.82652485229437,266.41416486312926,STR
8,185.52445069985993,180.36763090117768,LEC
9,150.65282773101455,141.7076500196856,LEC
10,173.96397438943129,185.6561146369566,STR
11,256.4891595293906,260.269579286252,STR
12,254.28578914708993,246.32653035474655,LEC
13,227.77452725307361,228.43415750639454,STR
14,270.25034930391166,268.09087047589986,LEC
15,172.6182788606277,160.90994310971382,LEC
16,212.13593694099487,221.775175916516,STR
17,244.66366116968945,223.00333768951688,LEC
18,134.21628934027916,134.45292546424727,STR
19,235.55105611550033,244.25579765124817,STR
20,276.9492025070051,281.15190404569574,STR
21,242.6318495292904,219.40932047335576,LEC
22,136.84644867794,139.12578533532786,STR
23,209.3381590561286,216.26455554991048,STR
24,268.74602202666665,270.1502224284714,STR
25,282.5833333333333,,LEC
