Minisector,VER,MAG,Fastest
0,230.05844869760588,230.50109062474067,MAG
1,280.81433118730126,278.90121303425207,VER
2,295.1485611257338,295.35258913428834,MAG
3,302.5526319855434,302.6677975847619,MAG
4,281.38461688669986,277.70465083146576,VER
5,168.8249777829117,165.3961936286768,VER
6,259.49926625865214,255.97978111510932,VER
7,274.5019577176069,277.98566218112325,MAG
8,215.85746119688815,224.67681360403657,MAG
9,218.4634987903059,215.37039769575728,VER
10,190.15005857363434,187.56493456054818,VER
11,222.72402468838644,218.16685614454747,VER
12,210.30396244714197,210.09516385711757,VER
13,218.48013139947972,219.3763390203457,MAG
14,220.84405464462816,218.0089970073727,VER
15,183.5741058205472,181.6253931929953,VER
16,241.98674495014075,239.66349725104394,VER
17,281.2701019307144,282.73376265975094,MAG
18,294.98523465592274,297.65061596415933,MAG
19,291.0210413682219,293.8184020456297,MAG
20,136.74952187505414,139.2745031116196,MAG
21,165.3455013319518,172.7831761082144,MAG
22,149.0998224143278,136.52551623247834,VER
23,206.43986430878894,218.34756173628213,MAG
24,150.21105988397858,141.1768473908743,VER
25,,167.39666431999999,MAG
