Minisector,HAM,LEC,Fastest
0,311.46117472499526,311.8859382341931,LEC
1,246.5178905499423,240.28609259371024,HAM
2,138.99628692426256,133.50974953908616,HAM
3,221.26588459543876,224.00363283843384,LEC
4,265.74032112147955,266.9693071342389,LEC
5,291.4477286433559,291.65904592806777,LEC
6,306.953692432017,306.2221090337144,HAM
7,290.26810876026207,290.00179976162383,HAM
8,172.39197811677494,173.39669719187702,LEC
9,242.53696326850556,240.6365614927671,HAM
10,276.4653672822204,275.60811778709297,HAM
11,275.3205220976898,262.21928753096915,HAM
12,211.88191959493471,202.43673452449033,HAM
13,135.21227446657315,131.16543055328114,HAM
14,123.77259622301351,125.70701918740527,LEC
15,167.80127360898624,169.88663408469438,LEC
16,126.25315804590618,123.87123714622741,HAM
17,234.81962690611712,232.0606646764032,HAM
18,192.07257551223805,198.59051378302738,LEC
19,160.85947241033924,162.43767084479916,LEC
20,246.66228867809298,249.67837005385906,LEC
21,277.9445606719974,279.40422080131475,LEC
22,294.6777654976717,295.513848414632,LEC
23,306.30674619725994,305.31022243639393,HAM
24,311.40034397877275,309.44296853515476,HAM
25,312.3250002285714,310.67083413333336,HAM
