Minisector,VER,HAM,Fastest
0,290.45461195541577,299.1199349989326,HAM
1,160.66243825620208,157.76794806908887,VER
2,175.7634158556125,168.5277662607423,VER
3,252.69619308538577,254.80479386196592,HAM
4,285.6556672842512,291.36668866680986,HAM
5,246.16699236173915,254.77010897015873,HAM
6,222.10007837090987,223.5875817027417,HAM
7,153.11353495987754,147.48410419255208,VER
8,231.4251425337068,227.87134498489553,VER
9,281.17589088596054,281.85694824704035,HAM
10,299.30648012121213,303.1314769108805,HAM
11,307.54377713670834,319.2282982280718,HAM
12,311.21413456205596,329.33768507091736,HAM
13,304.5202445118595,326.41113746269036,HAM
14,123.19573098062033,121.29889302928406,VER
15,120.41184018529393,111.90015481981766,VER
16,106.50738484210791,103.63890897846852,VER
17,234.22122736816104,241.29760113431874,HAM
18,285.1104481719728,289.4768052839506,HAM
19,305.8071284876331,314.59048271021186,HAM
20,317.4993693738346,330.7956947405752,HAM
21,315.9421746560985,332.3314177163636,HAM
22,121.2637822716578,123.82135755039424,HAM
23,207.09607175103665,206.89240125899863,VER
24,268.2001098942044,272.6517445018182,HAM
25,282.84999999999997,,VER
