Minisector,VER,LEC,Fastest
0,272.54683324266665,272.95022562646614,LEC
1,245.51750954550843,249.14912319102132,LEC
2,117.95407132223019,122.50914811928206,LEC
3,176.5303038709841,169.72035449686726,VER
4,194.89585598817084,198.89326169914673,LEC
5,198.8609649721039,195.29399650490842,VER
6,264.33602710857144,267.3231341359045,LEC
7,286.5288562154882,288.54479065223285,LEC
8,235.4076778359977,235.92245314426808,LEC
9,155.3551703658558,147.90757590842503,VER
10,120.65127033013033,117.98601413342912,VER
11,149.59767969536065,154.8695430245695,LEC
12,242.95725892155843,249.504284495931,LEC
13,143.85779134490426,153.63046158097453,LEC
14,154.3319458190556,155.70515481988204,LEC
15,107.6880779764918,109.6637649930638,LEC
16,220.17391727511026,219.80875635153242,VER
17,229.682646236965,230.68509802300952,LEC
18,128.3000271421852,131.40728762725152,LEC
19,239.8435268227119,241.5720887557932,LEC
20,274.28488117769786,274.87638578565765,LEC
21,200.36580546156202,204.5267513179745,LEC
22,154.55877061873497,153.36661806163545,VER
23,218.67378252493654,217.1077581339964,VER
24,230.35533696202253,232.11860131869568,LEC
