Minisector,VER,GAS,Fastest
0,255.10535934587807,254.27018480643474,VER
1,221.06995080230539,218.0830045678109,VER
2,204.2910102196425,204.93475536667586,GAS
3,258.21282116633864,256.36878703312664,VER
4,275.2517346723527,271.05985963011057,VER
5,287.6114851605995,286.350259121552,VER
6,170.07505059601982,165.08193657767137,VER
7,189.88894623765142,181.0228033297587,VER
8,269.6307264470532,266.60150609720466,VER
9,292.7562139120273,290.3542629811371,VER
10,303.24102307850285,300.65639520288073,VER
11,300.37806178232415,300.3596840986575,VER
12,119.6658958055113,114.7445095959702,VER
13,184.15423425565527,194.67057798420765,GAS
14,270.394618400106,270.5271966254826,GAS
15,295.28921844631805,292.6262567874599,VER
16,297.66439393939396,300.80038859007914,GAS
17,190.2776190111083,186.72748790067328,VER
18,226.31682827383847,225.81257687131045,VER
19,268.38559063499935,268.84980273426567,GAS
20,156.42020245986512,153.60716442736376,VER
21,155.0551019907787,144.86851621923125,VER
22,222.5148559035716,221.41988304382315,VER
23,237.35938071194778,223.43177829977685,VER
24,165.02075413376258,159.91889314394484,VER
25,230.208336,,VER
