Minisector,LEC,VER,Fastest
0,257.90311271217564,258.03360541239806,VER
1,135.16136850631685,142.81434521857452,VER
2,263.8040040420752,267.23931426359115,VER
3,309.0362032370068,309.5471247167947,VER
4,308.9533803279412,308.93986303070574,LEC
5,317.6966689846154,316.4362698677954,LEC
6,322.2766262537374,320.40943751991114,LEC
7,318.2379869845182,315.25015123793946,LEC
8,201.11357603335333,200.12117152163347,LEC
9,203.92878291809524,203.83725697655584,LEC
10,179.43022387906075,183.7699294865216,VER
11,170.58906959502238,178.49547329600333,VER
12,258.102719400892,256.188102911077,LEC
13,279.5001157176157,276.3199969087446,LEC
14,283.8066470554215,284.7842705773754,VER
15,276.3309436737566,275.4456593810761,LEC
16,176.30680512707391,186.50275202168967,VER
17,192.82183977815933,195.9304409401905,VER
18,246.9101717896517,247.97801415749322,VER
19,288.32689999999997,288.7368005981423,VER
20,306.2500537590528,308.62527400139925,VER
21,313.50214285714287,314.50964284675325,VER
22,311.2129070491488,309.11239733434064,LEC
23,258.6432041544111,257.05624199764003,LEC
24,121.5932329648616,121.02786006665289,LEC
25,,231.3875,VER
