Minisector,VER,MAG,Fastest
0,290.9370106352941,291.43019437654226,MAG
1,293.4323521882353,300.78584017914534,MAG
2,173.87870222615294,165.5745804619355,VER
3,228.36622220190475,222.82906136000003,VER
4,275.38406958431375,274.5427187639266,VER
5,294.12924655746036,294.15426751681895,MAG
6,297.66582612436974,302.9139136,MAG
7,169.09627478095237,158.6314152493572,VER
8,137.60838973185201,133.28244764444443,VER
9,251.01984292063491,249.65980807974069,VER
10,282.87447550028014,285.126388325926,MAG
11,288.5775490342071,297.3266672355556,MAG
12,151.7225776344086,149.40901238666666,VER
13,202.45540715636525,195.89519139459279,VER
14,258.0888894222222,262.4222220444444,MAG
15,206.40964882696423,197.24456658550724,VER
16,223.4722409974026,220.77992735503895,VER
17,212.13868952380952,214.69560710385485,MAG
18,247.2580921641166,243.58720265983237,VER
19,277.3397065411765,276.4975484235294,VER
20,289.93538199347773,294.4528643333333,MAG
21,255.77148088742499,250.22086687830688,VER
22,230.18624896,213.53325093433622,VER
23,213.62438878874698,203.4053123826785,VER
24,267.7407149405647,267.47542077058387,VER
