Minisector,LEC,HAM,Fastest
0,293.70869081142854,294.17166097828573,HAM
1,304.83650318702234,305.68451135839604,HAM
2,291.0997871809774,280.86212358978355,LEC
3,110.00514535390788,105.38264874769192,LEC
4,220.40160385346502,216.31331211691298,LEC
5,274.3051414773183,274.4095295982677,HAM
6,209.38369851950708,219.3518521888998,HAM
7,154.1784975187995,150.90694504705422,LEC
8,203.38795778428914,208.51298408063656,HAM
9,220.30890622098386,217.018619817318,LEC
10,121.15297747954934,114.21827273500347,LEC
11,229.57906243792917,228.70689067648456,LEC
12,117.53540617962013,124.13815319430685,HAM
13,227.33356491555557,222.55853370974285,LEC
14,276.4432707113315,278.7358903452522,HAM
15,216.42760838270388,214.9789123776084,LEC
16,189.4771925495872,186.56703243610744,LEC
17,251.69916687183672,250.4576613260606,LEC
18,189.3246914621216,200.90397488991775,HAM
19,186.0740049599162,172.4927930057169,LEC
20,267.4681343011111,262.29895801501067,LEC
21,287.4844955972789,288.36361214683984,HAM
22,165.4612336100901,174.09488512848665,HAM
23,204.93631784089212,210.64320397363983,HAM
24,276.4850069029957,273.4659938368487,LEC
25,,288.2270837333333,HAM
