Minisector,HAM,SAI,Fastest
0,270.7791505010085,272.17129408163174,SAI
1,289.3586473229377,289.1543593155561,HAM
2,294.15125997040525,296.1207687223702,SAI
3,134.63178818938684,127.51456586593315,HAM
4,202.04158468444658,198.84271774022076,HAM
5,260.64994690115634,256.34135076995744,HAM
6,146.6791016457607,137.9074025236084,HAM
7,209.26195826123967,209.18219503745587,HAM
8,263.21804968884254,260.2691827113215,HAM
9,283.6279548542695,281.0676013700984,HAM
10,244.3388906335787,227.4223971052598,HAM
11,184.87451346358102,176.4593927270857,HAM
12,192.34305310041313,196.09369908623805,SAI
13,151.2487052064689,145.1962985129373,HAM
14,185.7193501754743,174.26498427849793,HAM
15,170.30325861635382,158.0859243005374,HAM
16,218.7857806792328,217.9143785188634,HAM
17,239.2446180746705,235.20947304111468,HAM
18,240.33653056464496,240.8154426014327,SAI
19,249.49932490230842,245.53257734740754,HAM
20,152.018018296306,144.1730223468516,HAM
21,139.4830329528325,132.31239531348194,HAM
22,172.75503863396676,170.7510953365446,HAM
23,155.85450333740317,149.46009258460572,HAM
24,233.47513589285796,232.37233623289416,HAM
25,,258.0585758462199,SAI
