Minisector,VER,LEC,Fastest
0,290.80994876224645,294.6144609882353,LEC
1,301.5407738571429,304.46672147004006,LEC
2,305.75495688964793,308.2348958,LEC
3,306.51071472380954,305.02333889816225,VER
4,180.1396782005586,176.32841392750498,VER
5,215.3008789863354,216.73531140086345,LEC
6,242.77312501333336,245.57199499319728,LEC
7,268.55138891048387,270.17745204796415,LEC
8,263.90291732586434,267.60668197248674,LEC
9,170.8859888184332,168.2856085745579,VER
10,234.9235644910645,237.31116162705453,LEC
11,139.92556917767274,139.20346688301458,VER
12,227.42102094545453,225.0352019011338,VER
13,200.37723528047718,194.60800660689546,VER
14,215.1577723224904,224.5166719528422,LEC
15,248.87231051175536,253.85291711999997,LEC
16,262.1138151859649,265.13946899304324,LEC
17,284.62256177271206,288.65658211316526,LEC
18,135.48916394954955,130.87828006789778,VER
19,163.8303596785409,164.9317940545156,LEC
20,151.95570920476192,151.4050272009235,VER
21,174.12095341714286,165.5117089914617,VER
22,119.97169281593287,118.46445891939607,VER
23,226.3874714805195,230.7287049974026,LEC
24,270.72479088,274.0911757803921,LEC
