Minisector,VER,RIC,Fastest
0,291.2260420266667,289.6467102877193,VER
1,304.77745104313726,296.6962724491228,VER
2,183.45938686701328,162.5541105101574,VER
3,226.69010484444445,218.45933329066665,VER
4,274.47421447271716,270.80947319524984,VER
5,292.2787282526316,292.4061401824561,RIC
6,299.7907408,300.7044817927171,RIC
7,202.27392334038538,179.30681605136192,VER
8,125.23999189900331,122.68302853693234,VER
9,249.0924606984127,249.42161162788753,RIC
10,284.941009122807,282.9389410887218,VER
11,302.1543859649123,293.5712964740741,VER
12,160.25371482597401,142.23422834598958,VER
13,192.2826447564626,192.75183176946308,RIC
14,258.99333942131517,255.82845798458052,VER
15,217.30849928533334,195.92934404646505,VER
16,227.02807966497895,220.21716637866666,VER
17,221.95190915555554,209.64233305599998,VER
18,244.87959913584262,246.2585601357576,RIC
19,277.3180140992481,278.005,RIC
20,295.9685186962963,293.44699069629627,VER
21,273.7915589561059,268.5917865142857,VER
22,235.7531050600414,221.97166677333334,VER
23,214.09608528058607,203.631339401575,VER
24,270.89904083959175,264.62520821333334,VER
