Minisector,SAI,GAS,Fastest
0,307.5682278558968,307.237037037037,SAI
1,240.39563565263092,237.9873196057971,SAI
2,136.1992543633797,135.86198038563356,SAI
3,218.7568548590646,217.26046598095238,SAI
4,263.67083424000003,264.9892449515673,GAS
5,290.4165309317013,289.29851183068786,SAI
6,304.28921568627453,304.4843137254902,GAS
7,293.312497362963,285.2321744590089,SAI
8,178.27445909891628,171.08694432,SAI
9,239.57689527272726,236.76391304347825,SAI
10,273.7446335206562,273.5622807017544,SAI
11,267.8929155733333,262.4888888888889,SAI
12,206.51833309866666,197.78358024691357,SAI
13,128.47732868611837,131.14812748339142,GAS
14,124.79268758688708,121.66708773606861,SAI
15,163.47324845714286,169.94978006040006,GAS
16,123.40524577513588,120.56331678405317,SAI
17,228.54166784927537,221.53819729987916,SAI
18,190.29884815448278,192.53499143945578,GAS
19,156.69537990364145,151.3581601951125,SAI
20,245.347081347483,244.90833333333333,SAI
21,274.5354172266667,276.57826600039743,GAS
22,291.64828095999997,293.45462957037034,GAS
23,301.44976865185185,303.0273109243697,GAS
24,305.37500003137256,307.9708553029433,GAS
25,306.48333333333335,311.11854974789185,GAS
