Minisector,VER,SAI,Fastest
0,282.42368812867727,284.2613781412448,SAI
1,150.97015674119984,144.63276896772203,VER
2,237.84364376046574,223.39817688743054,VER
3,285.4952571552778,282.37726049102304,VER
4,312.7900996769766,313.2459211064935,SAI
5,308.60593585981,292.42913370503237,VER
6,155.26352233206154,157.9128314012606,SAI
7,253.40155685921837,244.1009643161905,VER
8,114.56550924868436,111.39301185901671,VER
9,177.0062049506899,173.7552070181061,VER
10,275.74944835344695,278.64047656476106,SAI
11,301.5703499227429,299.56413683809524,VER
12,213.60561411290828,213.70651385493645,SAI
13,171.38916929895873,177.34526090609492,SAI
14,281.84112308451347,283.8675089137566,SAI
15,314.09320415478675,313.6085527477551,VER
16,326.6801019616557,328.156175622774,SAI
17,332.4710177462857,335.70201276685043,SAI
18,335.77268669123174,339.98308268270677,SAI
19,337.6128344493424,335.69632853471865,VER
20,198.80794091209387,171.0328633816,VER
21,182.24773223073396,192.5559646702585,SAI
22,282.6551872490472,285.3294448233489,SAI
23,311.96036176255654,313.8942726153761,SAI
24,322.01663890460156,321.38118596114475,VER
