Minisector,HAM,SAI,Fastest
0,274.5333773209529,269.59007737111114,HAM
1,299.57956079999997,299.0105802171044,HAM
2,312.267768167619,313.23218110920436,SAI
3,318.4057417804422,320.88841655466666,SAI
4,321.0956737429302,325.17952985738526,SAI
5,322.6861111365079,328.69567219563896,SAI
6,199.05725918837027,202.90973874271782,SAI
7,107.0364613600938,103.30421648601869,HAM
8,189.7773940694171,183.17143326012504,HAM
9,262.5665657050505,262.3815785550092,HAM
10,290.62218547092436,291.55870543349204,SAI
11,158.10195080360845,155.79492488557023,HAM
12,96.5904776026822,91.4355441700761,HAM
13,112.87925760912913,111.73785252915131,HAM
14,224.68295797493732,219.81878024888888,HAM
15,184.67838749634086,177.138199643327,HAM
16,226.8809652603509,214.92946144518658,HAM
17,178.6336200902052,168.88685875060273,HAM
18,234.50101128698412,237.1860282651462,SAI
19,278.2644261928572,283.2979401908318,SAI
20,228.51865490777033,242.74305284215612,SAI
21,142.89965716563236,145.4198102381768,SAI
22,95.4100068283111,95.5659930368383,SAI
23,122.12741599450202,120.6048890337733,HAM
24,226.4950705347973,225.79971000458033,HAM
25,257.30192196923076,,HAM
