Minisector,HAM,OCO,Fastest
0,312.8165698499002,293.47519429549317,HAM
1,322.0907417459341,300.48229376822485,HAM
2,248.6669167879699,215.99428390060604,HAM
3,137.2761723078403,131.71873747553656,HAM
4,222.23156739302135,218.20999903942277,HAM
5,166.42228747391405,168.58402945106198,OCO
6,166.93413457751433,164.0666059779123,HAM
7,245.65941592900433,245.88549309495875,OCO
8,277.74983795555556,275.0585727345658,HAM
9,286.52598644341225,284.1037777147937,HAM
10,265.33193647662307,268.47482773533443,OCO
11,231.70946241342403,245.79212301714287,OCO
12,241.38646393773948,246.84417636601307,OCO
13,210.83093244617604,207.1974763393352,HAM
14,129.22600970013738,134.1082188580466,OCO
15,143.59181748963923,139.62807726023377,HAM
16,167.19891703656188,167.9850618460512,OCO
17,245.26698921289275,244.8143741731217,HAM
18,248.4843588570731,257.09859249679596,OCO
19,115.22532417356562,119.34315522919195,OCO
20,186.71163371007958,183.37338478131218,HAM
21,200.9925870543035,200.0952884863298,HAM
22,232.7957083491639,218.48907088145123,HAM
23,268.608619394211,257.67400896315604,HAM
24,294.1047779027059,277.1634573561673,HAM
25,,288.28249983999996,OCO
