Minisector,VER,LEC,Fastest
0,294.00734374269837,300.13141353202616,LEC
1,167.79959670483439,165.0904987880549,VER
2,174.16979486192753,167.38405228977592,VER
3,251.60227958719264,247.59002782577778,VER
4,288.42102711869654,282.40439841693126,VER
5,256.4247121811582,244.09130963279907,VER
6,229.21719758955822,216.47539570152958,VER
7,156.54178295344346,151.74376179732585,VER
8,230.48528752965078,226.69336437456388,VER
9,281.34911973618347,278.1489584811428,VER
10,299.9306413619295,297.1736534358095,VER
11,308.58545491897047,305.25339564485944,VER
12,313.06969246031747,307.5219907555556,VER
13,314.220918214966,304.547516446851,VER
14,138.54591192680476,137.6588157052458,VER
15,127.04667051154846,125.27071617533932,VER
16,102.46848640506535,102.81089250633377,LEC
17,234.40825399712614,229.70259011881413,VER
18,288.39047065475836,284.20913514405873,VER
19,307.9534475424339,305.96020671331365,VER
20,318.19992575914955,315.91512412114287,VER
21,323.6303921568628,320.4341891832568,VER
22,133.06608004609186,127.36576925630808,VER
23,193.8820066320599,197.48651445681227,LEC
24,269.5308341056318,267.77778037714285,VER
25,283.9062496,282.88124992,VER
