Minisector,HAM,OCO,Fastest
0,294.17166097828573,293.78729078864274,HAM
1,305.68451135839604,303.4119356554522,HAM
2,280.86212358978355,278.2989846462574,HAM
3,106.4866737708828,108.71268933815585,OCO
4,218.14593040680273,223.30668290799687,OCO
5,275.0020731652762,273.0929154149083,HAM
6,209.8344094664127,196.13652849806803,HAM
7,152.9648816022641,163.33049005514488,OCO
8,208.51298408063656,199.37907735368773,HAM
9,216.2846658234074,206.25602722658007,HAM
10,114.16470130643204,113.46048486061773,HAM
11,230.066405145984,226.84490890821684,HAM
12,124.98718921203337,117.31352825727417,HAM
13,226.11964656897868,227.91377222245737,OCO
14,279.8386175597976,280.20017059288887,OCO
15,210.11224571094172,206.83645579283208,HAM
16,188.08593351731102,180.3846841009009,HAM
17,250.4576613260606,249.6789361457557,HAM
18,195.77658867543838,185.8919484206313,HAM
19,177.1644052817244,177.8126634883832,OCO
20,264.88924974241024,266.41977495138394,OCO
21,288.92524230966507,294.65977238861217,OCO
22,172.33672619458756,161.15631002361903,HAM
23,215.30399677761318,215.4524367501654,OCO
24,274.7495668713256,277.4410452544772,OCO
