Minisector,VER,RUS,Fastest
0,309.906776522857,313.19795382671384,RUS
1,192.3871540086286,185.90813894954823,VER
2,111.83961107349316,114.21871418056195,RUS
3,199.86786891185184,198.45105083988983,VER
4,257.8844521779107,255.76882226748586,VER
5,285.0699269281999,287.6775520950051,RUS
6,301.37697323990926,304.42838538095236,RUS
7,234.9193226393601,226.83606797043117,VER
8,144.58934670099737,143.26059631805788,VER
9,232.0010943228226,231.27135765386802,VER
10,271.7709642516959,271.6127248082088,VER
11,235.24227184561403,224.29164696899826,VER
12,177.5748213902836,170.91540649548492,VER
13,106.59975437212124,106.79515277168049,RUS
14,108.40515047556364,106.65157629047208,VER
15,142.8635772620683,137.6060360339043,VER
16,111.37516131891694,113.79004263794852,RUS
17,214.04970525044735,211.56171949482922,VER
18,158.06916636185008,146.72630540725697,VER
19,145.45145383014142,147.97316633334307,RUS
20,242.47766592,244.34979069494952,RUS
21,274.04577208574887,276.4421293925926,RUS
22,292.29752957086833,295.4571528043917,RUS
23,300.75064471111114,306.91266643200004,RUS
24,307.0591301762238,312.56262403174605,RUS
25,309.0,,VER
