Minisector,BOT,SAI,Fastest
0,287.5965277037037,306.66245073693267,SAI
1,297.522678163293,324.2275000177778,SAI
2,302.1236978857143,334.3509523809524,SAI
3,304.2259799215686,321.5255204,SAI
4,188.348459563801,165.44688005648604,BOT
5,222.7931816727273,213.9254411541973,BOT
6,249.5585119743632,241.9797915504762,BOT
7,269.886873118797,268.19398157037034,BOT
8,271.06157347724866,256.8739033267093,BOT
9,173.4313002457071,162.80430574222223,BOT
10,234.37023779740258,229.66562543030304,BOT
11,141.95539720050965,134.74268996987186,BOT
12,225.3175573740812,227.90411229530136,SAI
13,207.1050841777778,186.45406701584344,BOT
14,217.34894549191318,219.9459101967227,SAI
15,252.83145845333334,246.73198474833976,BOT
16,262.9401630877193,263.19978100451124,SAI
17,284.845325032791,284.897083371558,SAI
18,143.04796425368022,130.742973312071,BOT
19,162.3709868531142,161.51786789641218,BOT
20,150.50709508325653,147.56452115325374,BOT
21,172.11760743225807,163.1569125456221,BOT
22,124.22515029527554,115.6783098365687,BOT
23,227.00275004081635,228.5533342907769,SAI
24,268.2258776140351,269.9751079665177,SAI
25,281.26666666666665,,BOT
