Minisector,BOT,NOR,Fastest
0,272.86299576023475,272.86776714438355,NOR
1,292.6205607451326,292.0264387365086,BOT
2,295.6421740734695,300.33496243775477,NOR
3,131.22927347511344,127.91572275231522,BOT
4,201.3231681385708,192.04383046283908,BOT
5,260.17986115555556,259.7367348714276,BOT
6,144.91154677240212,138.8047489985761,BOT
7,210.50524381927792,204.03018732875714,BOT
8,262.9026086797474,261.2729010074404,BOT
9,284.8604651175131,283.1270459280107,BOT
10,243.47065734074846,234.25051442429304,BOT
11,185.39671707723525,182.7567493103619,BOT
12,194.69834390812676,187.24447943752213,BOT
13,147.37951027004678,144.64252892361833,BOT
14,176.9162573942149,168.4194356527258,BOT
15,166.7571264164041,156.05691819564953,BOT
16,218.2430814847068,217.0026041637656,BOT
17,242.55315959368687,239.2137789508988,BOT
18,244.3320755462726,238.39812037006124,BOT
19,246.23466888883522,245.78525442353134,BOT
20,149.2012382480167,140.73476682593295,BOT
21,135.35141757640625,135.8389077650996,NOR
22,169.46905834794686,166.64851843093646,BOT
23,154.22769371796582,148.60445432611758,BOT
24,233.95248399506218,231.21005977072127,BOT
25,,258.97014988104274,NOR
