Minisector,NOR,LEC,Fastest
0,290.6380358552381,292.19520773333335,LEC
1,297.64702360560227,304.1992296605042,LEC
2,165.39411626666669,160.73153795860975,NOR
3,217.93469534943802,218.63619314792243,LEC
4,273.72312544,277.8665748596003,LEC
5,293.17999343068783,303.80092533333334,LEC
6,295.83032397037033,316.0399508705882,LEC
7,189.05301535632185,181.61491663254688,NOR
8,116.37055630222221,116.77087027319999,LEC
9,247.47510855064937,250.1633775749644,LEC
10,285.97278829072684,293.8204826877125,LEC
11,296.9657406814815,312.2352941176471,LEC
12,153.27422991123552,142.31895966758867,NOR
13,180.44166783999998,190.53240722962963,LEC
14,255.2108674330381,258.6479179767187,LEC
15,206.160141221978,190.37241423448276,NOR
16,216.28611146666665,207.2069248775031,NOR
17,218.7133708006604,203.48086463209876,NOR
18,243.0406931878788,238.03211477692176,NOR
19,275.6568346022166,276.6699059593669,LEC
20,292.5335649185185,298.15686274509807,LEC
21,270.1602374552381,264.5513133140985,NOR
22,228.47851952268755,224.9522230102159,NOR
23,200.30163213544972,201.83921885914697,LEC
24,264.45360105568346,267.0639707411146,LEC
