Minisector,VER,PER,Fastest
0,291.2610157992419,293.7376369628981,PER
1,300.55955311075695,306.6386588310777,PER
2,285.41689585005463,287.3397515502363,PER
3,112.8281834036576,110.62432458154619,VER
4,226.22271286009519,226.42674792949617,PER
5,265.3547883751655,268.98778846467445,PER
6,206.76138644795103,211.00711320253487,PER
7,164.4231963457875,162.09865614859595,VER
8,201.49241861659172,191.43781695212132,VER
9,217.60495840815886,210.03330534945093,VER
10,112.98012259298349,111.34690001700413,VER
11,227.68759451308443,228.1689822523306,PER
12,115.67527975881345,112.71281403957394,VER
13,221.67945577829633,220.39618436478986,VER
14,271.7897445275787,270.9981466215681,VER
15,225.40392006518584,220.7180780385354,VER
16,203.89407698327182,196.5792628829825,VER
17,250.59258129063141,253.48097808695655,PER
18,201.20999134698442,212.44714974725426,PER
19,184.8782929295813,175.92218572599307,VER
20,267.81655403313755,267.11084609689794,VER
21,294.2116394833481,293.7036012038095,VER
22,163.03819898720658,167.82428675038074,PER
23,210.9077092986252,200.1996243793368,VER
24,271.6590394740443,273.00995834377096,PER
25,283.97499946666665,286.7291669333333,PER
