Minisector,PIA,SAI,Fastest
0,255.3130430167693,266.85624148002086,SAI
1,140.12331857822718,135.96765473458822,PIA
2,204.53212554149894,202.33989017415894,PIA
3,249.21795169581472,245.3178914185695,PIA
4,249.86677213333334,260.56562572444443,SAI
5,180.6058698037262,180.97335966791533,SAI
6,149.11971515560634,154.50057629289034,SAI
7,190.6697977447619,191.96239683865883,SAI
8,104.27230839363129,106.02700652333836,SAI
9,72.81734494027859,69.27897862754507,PIA
10,99.21908346686897,97.82649462012762,PIA
11,190.84586676584794,186.06311956902357,PIA
12,249.4444502584127,245.79664864668104,PIA
13,271.38461763662986,268.8143412114286,PIA
14,282.15311247329765,279.2922984565657,PIA
15,116.09885726945542,109.2131992186324,PIA
16,154.7394850479587,158.3279273696996,SAI
17,195.02603336126984,190.15989729585877,PIA
18,200.14270440435237,206.33087115412772,SAI
19,213.73487738057145,216.8575080754401,SAI
20,141.47823814978779,141.1541148742704,PIA
21,114.42442424533444,112.0291051905461,PIA
22,97.97714051295762,105.19607410312877,SAI
23,198.09813879945577,200.8968075010372,SAI
24,257.8868352027788,251.07245520506396,PIA
