Minisector,VER,GAS,Fastest
0,292.2906127032181,291.16911889657916,VER
1,301.68642401735934,302.48463241322634,GAS
2,306.21821425142855,309.18467787114844,GAS
3,307.1267970509804,299.4408383461587,VER
4,176.01992609381347,163.6903141516199,VER
5,211.74085115566595,203.36967372465793,VER
6,242.69555784281573,233.78311194653298,VER
7,267.77923237028614,263.18429630319696,VER
8,256.61514146742854,256.361,VER
9,164.54775483965372,158.91236408263754,VER
10,229.165047265526,218.96278950724638,VER
11,129.61305489924825,130.3527298856819,GAS
12,229.62730079346585,223.93325396825398,VER
13,185.49525954551729,182.06565916680154,VER
14,213.26990956906738,199.53536796536798,VER
15,247.7983910745298,230.60820957306012,VER
16,265.208204184127,258.20329166666664,VER
17,287.98586781795416,279.80947146172844,VER
18,158.90663209332425,160.33163563065068,GAS
19,166.61143064689185,157.56004040079742,VER
20,139.515669376951,138.52639386760234,VER
21,224.0290949381829,229.88608257457062,GAS
22,263.3438202756302,262.3241987096225,VER
23,258.86214291777213,246.1832499481888,VER
24,277.208463389899,270.6343253968254,VER
25,,284.8812496,GAS
