Minisector,NOR,RUS,Fastest
0,276.3124550101325,274.4175734002771,NOR
1,302.33117917090914,299.99561152,NOR
2,315.4722112902564,314.0067768420024,NOR
3,321.60854340840336,321.5780991866667,NOR
4,324.11314100512817,325.6182603870145,RUS
5,326.5917658920635,326.4418807791746,NOR
6,208.54504769876894,209.09241370020496,RUS
7,109.38004027250123,103.96912686704032,NOR
8,190.1771516415563,190.76446170211364,RUS
9,264.2926758844919,260.0543775159083,NOR
10,290.288138690709,289.41847942762365,NOR
11,176.13006825324263,174.4208595252979,NOR
12,94.69428265705216,96.76414139979802,RUS
13,109.86987092104613,114.16241650560228,RUS
14,222.78254087341992,219.07055192727273,NOR
15,199.647706446753,190.59015686533166,NOR
16,232.1996385518679,227.74276023411255,NOR
17,191.13551153231583,185.03395352808857,NOR
18,242.5053030884726,236.544711545034,NOR
19,278.44186871,276.5178429028571,NOR
20,252.72576887667526,253.45496721648686,RUS
21,151.76635421688889,149.71370493707582,NOR
22,100.39274798820448,98.65859730191725,NOR
23,126.52178707407336,127.28702853315211,RUS
24,221.02920803628118,223.21012044190476,RUS
25,258.1999957333333,258.8750016,RUS
