Minisector,HAM,OCO,Fastest
0,267.9841705920667,267.2840756929972,HAM
1,292.46540569949286,292.2921826816528,HAM
2,306.29474456380956,305.9818872313725,HAM
3,315.3197319968634,315.04458540055026,HAM
4,319.56488623999996,320.9770450330734,OCO
5,322.2859381000866,323.5512500148148,OCO
6,197.1181933733995,216.9691166522567,OCO
7,106.23062972774574,102.5013552799817,HAM
8,184.8119826522751,187.20111524733045,OCO
9,255.77372547666624,256.8359749320574,OCO
10,283.6452079466667,286.18938269238095,OCO
11,153.44151795952382,156.76997629180954,OCO
12,95.95182299283032,96.19428503652028,OCO
13,116.35064724649702,109.89379673824469,HAM
14,214.61753531374987,211.44270929554284,HAM
15,185.32214295497587,176.44446269315523,HAM
16,220.04705255619047,221.89243384444444,OCO
17,176.4747745802159,169.99158129142714,HAM
18,232.11166521777778,234.2594589922078,OCO
19,273.6834783881481,273.1361214531602,HAM
20,246.49219072249352,241.89024998809904,HAM
21,145.7685656903418,142.25778233922077,HAM
22,96.5687412318541,94.68532876272367,HAM
23,126.49610335089947,122.03143445744467,HAM
24,222.48047844119972,215.46616080793288,HAM
25,,250.53000192000002,OCO
