Minisector,HAM,LEC,Fastest
0,233.4211136098328,233.03800858478797,HAM
1,286.2251146842491,279.63896845206347,HAM
2,302.2924815688801,294.74292553713383,HAM
3,310.06509746147185,301.1020348837876,HAM
4,267.4001627548874,264.6879172388283,HAM
5,168.11673289961513,167.4081562528377,HAM
6,262.04606341313126,258.4117169582667,HAM
7,275.41585719466667,277.1345679802469,LEC
8,213.30352548030731,206.01832983731958,HAM
9,223.3174250989899,221.75839862763257,HAM
10,181.61203330435453,175.47305774143572,HAM
11,225.2570519425089,226.38839464696525,LEC
12,202.352527931684,198.75359721104792,HAM
13,209.14623852290902,206.84861872941588,HAM
14,221.2287953809524,218.46422655127142,HAM
15,180.2114919751905,177.28732771812554,HAM
16,250.210844682136,243.66941170193704,HAM
17,291.10835740038095,282.5420001462857,HAM
18,306.00923923478257,297.64802382240373,HAM
19,282.5797818498042,294.98416661333334,LEC
20,130.04995705304665,128.77986317819267,HAM
21,156.90491907932588,156.33055344459925,HAM
22,151.89383887629916,148.51735689907542,HAM
23,199.48892672695592,200.90336697904763,LEC
24,145.58247404614593,147.23660176434586,LEC
25,,184.10833706666668,LEC
