Minisector,PER,STR,Fastest
0,289.44935696605796,286.6217694887613,PER
1,300.43806560253967,299.0918190315671,PER
2,306.9164931259259,304.91263366843776,PER
3,308.0173608177778,305.42395824761905,PER
4,191.01646146873176,180.75934898479534,PER
5,214.44377893084092,210.37634734111066,PER
6,264.985454017974,261.78159973103914,PER
7,270.5039359839286,263.6642621160173,PER
8,189.56026337038776,179.2443395838549,PER
9,155.96498331418297,145.63334858959342,PER
10,183.56639168864152,174.10556936448185,PER
11,257.54360801941044,256.5426976809782,PER
12,266.030166048,239.7395629806771,PER
13,231.22642501425383,221.00205581770544,PER
14,267.70397227644906,263.2008943437146,PER
15,164.645973398139,167.92902196805846,STR
16,222.2879358184153,214.75288861209594,PER
17,230.50205241713985,242.50999084387576,STR
18,135.75548665619922,126.85160253750334,PER
19,240.82246791040984,233.1411371256917,PER
20,277.44838452390024,274.06118415055823,PER
21,248.9562965782047,241.5778694622278,PER
22,144.01680988932586,134.34334169257187,PER
23,212.18664862476464,198.41483276039415,PER
24,267.9760353890909,263.6306093732848,PER
25,,279.0125002666667,STR
