Minisector,VER,PER,Fastest
0,295.520237968254,299.3724206222222,PER
1,297.78651859585557,302.32648689301357,PER
2,288.48333413333336,296.2320802005013,PER
3,224.38011264204806,220.38333333333335,VER
4,221.04099661128205,222.4040688788726,PER
5,121.76074153502046,117.55680076070652,VER
6,228.099254749523,227.37549994666668,VER
7,266.7600071039635,267.55158730158735,PER
8,217.89570627750916,224.60416689230772,PER
9,124.5905989962453,124.06691856452726,VER
10,239.93419463139693,242.0472221777778,PER
11,251.432542444794,237.8532458740057,VER
12,138.370801320784,136.36434108527132,VER
13,219.70123238941798,220.03684637589092,PER
14,265.72916630929706,267.0801586793651,PER
15,223.1326216216237,217.34336236529236,VER
16,173.49931985565345,168.34240169411765,VER
17,242.61882943982073,238.95929657538133,VER
18,126.42254433914079,122.89572623072843,VER
19,154.0618388994709,146.12805510348406,VER
20,205.25646924836545,201.33823622320818,VER
21,255.1838758426501,255.34342647784678,PER
22,269.7504632011899,273.1373015873016,PER
23,279.68670437117663,282.08841118840724,PER
24,288.93195447819545,291.435118984127,PER
25,293.0,,VER
