Minisector,HAM,BOT,Fastest
0,270.0809546353038,268.5614836448391,HAM
1,131.03203516716022,132.86533836976542,BOT
2,269.0602663238095,269.77372532244897,BOT
3,315.822451155923,312.253830426501,HAM
4,315.87569453968257,310.20850693333335,HAM
5,327.7045467195022,321.21214847445884,HAM
6,332.8634385312803,335.2465911143687,BOT
7,331.60549246060606,339.19873177971016,BOT
8,194.86635674666667,200.59752615634025,BOT
9,199.4864913176824,205.19469828610383,BOT
10,184.1312258788367,178.6433565003874,HAM
11,164.32417767169267,172.37551073144516,BOT
12,256.1739233376344,259.0998131644578,BOT
13,282.9785016469542,276.14587878681317,HAM
14,281.4232708645807,281.00081285741135,HAM
15,275.17099728868465,272.79791459591837,HAM
16,189.47219182026862,190.62346859555853,BOT
17,195.82567469075897,195.8847962954284,BOT
18,243.1956937146861,245.92314942098605,BOT
19,292.4099228092728,291.5742472035389,HAM
20,314.01719165528215,311.9997398666667,HAM
21,321.6503106385093,316.5539434666667,HAM
22,320.96053303944495,315.0204860888889,HAM
23,259.1180169142857,249.94393458172198,HAM
24,115.60659998791603,117.43789572583793,BOT
25,231.7,,HAM
