Minisector,HAM,VER,Fastest
0,262.8482457263158,265.36271983157894,VER
1,296.9365170579788,295.7606880005601,HAM
2,310.8209328,310.321785975873,HAM
3,319.64974598165793,317.88833336888894,HAM
4,324.5854166857143,322.571131047619,HAM
5,327.44481299591837,325.5,HAM
6,282.46176269803925,285.9559108142675,VER
7,116.6571866504602,112.4295572713849,HAM
8,149.7217455311629,146.20235568272716,HAM
9,251.04890414035086,249.37662162962962,HAM
10,288.72526073333336,288.3833611351855,HAM
11,231.25467476049403,251.36090719130797,VER
12,93.94797403424116,92.46890825139889,HAM
13,113.39396004484925,109.1525298100451,HAM
14,214.50357211428573,205.8842812121212,HAM
15,196.1744285927619,192.88816622933334,HAM
16,222.96570234198708,221.04216456320984,HAM
17,195.5388888888889,189.1967758222222,HAM
18,221.42434457142858,220.13284587997398,HAM
19,271.8230393098039,273.00917381736696,VER
20,289.50946714626565,290.97838486666666,VER
21,155.8471288275862,157.20506522910685,VER
22,102.76497128887652,103.03803418714482,VER
23,123.75450372612613,119.14484634385965,HAM
24,205.3366496015959,195.25625035555558,HAM
25,,244.885416,VER
