Minisector,NOR,HAM,Fastest
0,292.45572067927134,133.7946511026455,NOR
1,312.4125,161.34619785103447,NOR
2,326.65256418461536,218.5482038683566,NOR
3,335.1671849196639,254.45666170505052,NOR
4,337.7085714285714,273.9478411054546,NOR
5,314.43352255584415,298.2945666499954,NOR
6,220.30076098228955,310.90607675555555,HAM
7,103.94505097142857,318.2564763550476,HAM
8,101.93294131814159,320.93264700235295,HAM
9,199.5208016227343,319.7815971555556,HAM
10,238.4748018285714,276.1323555647312,HAM
11,263.52751893172933,197.00371286803133,NOR
12,261.9262464242955,102.27862031065588,NOR
13,165.49720396087827,99.96926797623968,NOR
14,114.2168351847619,155.10266510960318,HAM
15,134.32363141333332,194.85520933333333,HAM
16,202.8448888888889,225.95053889997922,HAM
17,233.36440222608698,233.1818181818182,NOR
18,239.03148157037037,169.35115083805925,NOR
19,219.20671817333334,125.26731585284281,NOR
20,209.82440664565658,136.79847805128205,NOR
21,244.27493089777778,192.98362706314103,NOR
22,259.29453128,229.23339442705313,NOR
23,263.49901711383217,,NOR
24,180.06720978962963,,NOR
