Minisector,HAM,VER,Fastest
0,274.6763037028572,276.46371463609665,VER
1,295.2326100296296,298.47355432397444,VER
2,294.4852819516049,297.1045489473986,VER
3,177.2598541484884,175.53477937820105,HAM
4,121.26536237510452,118.83158144830811,HAM
5,234.36102456752135,237.91988007628268,VER
6,279.6079396292063,289.883436991746,VER
7,293.7339628372671,308.78089708562726,VER
8,185.33997941528693,175.69697138914717,HAM
9,147.79774757845888,142.1234475844152,HAM
10,252.30249139301588,251.71244091613818,HAM
11,287.5199305948874,290.77885384507937,VER
12,298.9414352273593,302.48435355825484,VER
13,285.6477290850088,289.872728978882,VER
14,296.3319230615708,301.3035144316908,VER
15,296.8067783730388,298.19291515271976,VER
16,259.201978644653,250.98734796226614,HAM
17,235.38953092856192,235.0144879331217,HAM
18,277.8938656096066,288.8189364500318,VER
19,297.5009246909025,317.47580024754257,VER
20,302.8183914300047,325.8258522805195,VER
21,244.17875941098902,241.74597162721088,HAM
22,264.68307461172657,263.2277205974603,HAM
23,146.1394642134376,142.1942647715881,HAM
24,216.72545856067225,217.61288361153655,VER
