Minisector,LEC,OCO,Fastest
0,309.7921296,304.94473678596495,LEC
1,233.2756047690807,235.00027117807852,OCO
2,130.9265816099562,131.16758879619047,OCO
3,216.81713777336805,213.85391949039018,LEC
4,264.98937551999995,260.3497908419048,LEC
5,297.3601814745833,285.71552126846274,LEC
6,318.31666800603796,300.1935928945185,LEC
7,287.6103052350877,280.4087748491228,LEC
8,177.94308008885727,171.0038490262006,LEC
9,237.80297233465993,236.19764405797102,LEC
10,275.57478107268173,269.92434167017547,LEC
11,271.8603058526316,257.81055240795416,LEC
12,212.0238846028091,198.24020147106228,LEC
13,129.30451593390367,123.3966753295238,LEC
14,120.51482856380197,119.99191741243925,LEC
15,162.7920419041483,155.64648224985993,LEC
16,125.23962208130547,122.75623129794666,LEC
17,228.42157219635592,224.93749936231887,LEC
18,188.40014662857143,174.75420410857004,LEC
19,155.38543596635122,160.4824652087035,OCO
20,244.1481611705628,243.44657091150358,LEC
21,276.12926469529367,273.0564578666667,LEC
22,292.0995056811639,288.67777506676623,LEC
23,300.5759261037037,298.5057016140351,LEC
24,304.96729801591715,303.03946070588233,LEC
