Minisector,VER,OCO,Fastest
0,294.4576261653816,293.5753071803687,VER
1,302.81344703030305,302.6990531393939,VER
2,274.91658168515954,283.4038168444444,OCO
3,116.5559887102037,116.7213987385477,OCO
4,235.30526033582981,216.93036814750923,VER
5,275.00538267826084,276.0504880141283,OCO
6,216.0401214967742,216.15293469341756,OCO
7,175.7923904135152,163.96284082071412,VER
8,221.02011490434595,213.5819005,VER
9,230.19540229885058,217.78835299235107,VER
10,121.0517451891487,118.65248753410647,VER
11,235.3571898749347,230.1745491862069,VER
12,122.25852775091576,121.05254078134179,VER
13,229.36143589935403,224.101664509229,VER
14,277.56175584126987,273.65940024761903,VER
15,224.37404352261382,220.72790421663035,VER
16,208.95878018376268,192.87218287058823,VER
17,259.92374101277505,254.93639325112443,VER
18,206.5908190486931,202.2088362343434,VER
19,193.75191090042324,184.52528160423282,VER
20,269.9719143198738,264.74883596942493,VER
21,286.4862318376812,289.3278197840413,OCO
22,170.13315166615345,170.60469413018754,OCO
23,221.75406953873247,212.38941667974714,VER
24,280.35779323873527,272.7884145818,VER
25,293.78333333333336,285.9624992,VER
