Minisector,LEC,HAM,Fastest
0,281.582232125673,281.8659765127806,HAM
1,297.7070296562358,297.50035806653966,LEC
2,301.0219513004329,291.1137230766497,LEC
3,176.24997447521164,182.04047501837053,HAM
4,219.85141729229971,220.73766665058199,HAM
5,205.46567162310185,207.49047500617553,HAM
6,179.2168239557914,186.37386419332995,HAM
7,205.19863294227795,213.71118550422725,HAM
8,255.12698596513766,261.8612995565525,HAM
9,263.4368385642504,271.3704650811415,HAM
10,167.79613584272604,166.8462627707519,LEC
11,235.48270020576322,238.38902462330228,HAM
12,115.85491724509737,115.66679386385859,LEC
13,224.92831036098,223.71708531541103,LEC
14,277.2640755560055,275.732687761679,LEC
15,294.51401684855716,293.49837596671125,LEC
16,220.01636934229438,215.31005584988938,LEC
17,182.70494342620492,192.44806514959112,HAM
18,265.53550490016227,265.80409128522047,HAM
19,292.61452514110493,291.2204062521457,LEC
20,302.0717755366224,301.35137321469387,LEC
21,303.6929202090582,299.85038506061983,LEC
22,278.8619416829794,249.56370348755019,LEC
23,114.95177449570349,118.9438700405317,HAM
24,237.08624125486824,238.18024871802135,HAM
