Minisector,PER,STR,Fastest
0,307.35356447411147,307.4835648592593,STR
1,313.30234469467786,301.0974217931537,PER
2,162.13814438941068,153.07500013714287,PER
3,229.865346262956,233.48786302608696,STR
4,285.025252582491,290.2261904761905,STR
5,307.3446762666667,316.6211485938375,STR
6,312.4247684740741,327.1320312666667,STR
7,156.9234434095137,148.42579880902255,PER
8,137.38892172481036,136.12256710078626,PER
9,259.02107242666665,255.1898810920635,PER
10,296.688993981338,295.08515243174605,PER
11,296.3593789874326,303.04511154297717,STR
12,139.2846954201738,138.1816731220899,PER
13,204.73801230153427,204.92816608673937,STR
14,264.58979194666665,264.47698433015876,PER
15,202.13356418703177,202.12725859767053,PER
16,226.44345307826086,223.96857653333333,PER
17,217.7119857123129,216.7427468154748,PER
18,248.01354076874097,249.2031746031746,STR
19,279.02675497543856,279.2313599438596,STR
20,293.1473756152156,293.9017544421053,STR
21,261.9849917897388,259.8674602666667,PER
22,222.16929827386107,216.44683306666667,PER
23,215.06547968964412,211.76047638771067,PER
24,278.2530663847619,274.0212723649123,PER
25,,295.8250016,STR
