Minisector,HAM,SAI,Fastest
0,306.55516672,306.43301321025643,HAM
1,244.72568286664665,237.49349799206368,HAM
2,135.92056517371387,130.56982603370218,HAM
3,239.09734003333332,240.24092087142856,SAI
4,191.5466026073486,185.29403538484124,HAM
5,242.11861986666668,247.58750021505378,SAI
6,228.5845399313202,227.83455601563065,HAM
7,258.49302015844535,255.8890885633371,HAM
8,288.05969179234694,291.7086964410916,SAI
9,218.3721824152341,204.77297515357955,HAM
10,208.16594660250627,208.00889868108106,HAM
11,272.3344125177027,275.0032150721693,SAI
12,219.6377375085714,212.88442826666665,HAM
13,250.21031565460203,247.3001626288172,HAM
14,292.6909800439561,290.59446053040296,HAM
15,307.8405449846154,312.9415457526278,SAI
16,306.10966660266666,319.9730897333333,SAI
17,238.87768602428605,220.6067074827493,HAM
18,270.2083335727891,265.29930659555555,HAM
19,300.14591555076,297.89933380266666,HAM
20,308.13480951466664,318.4285003946667,SAI
21,299.37506847949874,323.89400101955835,SAI
22,160.58745903726702,149.96242050655232,HAM
23,238.43445019506885,233.90817656483082,HAM
24,290.2615415473711,298.72581665185186,SAI
25,302.4,,HAM
