Minisector,VER,NOR,Fastest
0,301.48541701333335,290.3508853439891,VER
1,313.3593136313725,293.98530756491226,VER
2,167.68039756444836,161.00748405814335,VER
3,220.42409039963945,220.24108927016837,VER
4,276.60148574969196,269.77998866735487,VER
5,299.7807020350877,287.2739036310777,VER
6,311.8822200245542,286.01638472982455,VER
7,185.74225458365117,181.13004425851483,VER
8,124.03404157020553,122.45308413708716,VER
9,245.7579182107342,246.9465772315315,NOR
10,280.55375029333334,280.09709867366837,VER
11,291.51269366602594,285.1271930385965,VER
12,154.34684584195625,150.95077047041738,VER
13,190.27949240434143,188.2830128056923,VER
14,257.59781785396825,254.26704814712755,VER
15,204.23243360005702,195.40233570679882,VER
16,212.77358203608222,213.97564865437596,NOR
17,211.5725933425359,214.5335518824744,NOR
18,240.43376522221897,244.2339889910008,NOR
19,276.13092115087716,276.71111202215843,NOR
20,292.29946762105266,290.2244708740741,VER
21,262.28644589914444,267.7437314066897,NOR
22,222.21014432463767,229.23575169637706,NOR
23,202.8290743637752,200.7561797978529,VER
24,269.45145872,260.9935054532901,VER
25,,279.66250026666665,NOR
