Minisector,VER,OCO,Fastest
0,296.7139423179487,300.00987658271606,OCO
1,239.47718769934167,239.21403236017315,VER
2,133.50047061224916,130.74660131781877,VER
3,237.0284837618474,235.61884802288395,VER
4,193.66087739513475,193.53536355555556,VER
5,246.7867063718944,250.309479752694,OCO
6,235.98407722857144,234.54966301525633,VER
7,259.16743017360113,259.3764072636518,OCO
8,285.5376489904762,283.4247598237883,VER
9,213.22291054124656,209.39528994190346,VER
10,205.2716970921835,205.56907508795135,OCO
11,268.7024641384516,265.6110517079365,VER
12,214.90249898891824,217.67831280850547,OCO
13,253.0954804931118,249.4768464927106,VER
14,289.5360256077637,288.17874342851934,VER
15,297.81009612307696,299.4391025641026,OCO
16,295.158499968,295.07100723230036,VER
17,243.92784552249435,246.41692676666668,OCO
18,268.86840635164884,269.55058773350834,OCO
19,294.4661862974359,294.94727573333336,OCO
20,302.8511217641026,300.4004998826667,VER
21,298.1116985846154,292.5429328122649,VER
22,156.71774603834436,153.41954437039954,VER
23,234.93047240798506,234.53916253067604,VER
24,286.74148262706024,283.9287888835884,VER
25,,295.46250026666667,OCO
