Minisector,LEC,STR,Fastest
0,284.2882060882563,273.26289717772005,LEC
1,112.08921616653497,119.69908951017412,STR
2,166.77141153400402,152.7315838035387,LEC
3,208.3188788193132,207.04113251335173,LEC
4,165.32567223355022,155.55394438398636,LEC
5,242.62546998071426,237.96740336922304,LEC
6,190.28200497936027,207.6605905620194,STR
7,136.9059964557623,132.83006540739598,LEC
8,234.91654748030302,222.05793674310453,LEC
9,272.7143419793547,269.5510618249624,LEC
10,273.50925626912715,273.1894958996825,LEC
11,147.3958869908304,139.9543415339652,LEC
12,220.14529379447438,216.8895668647619,LEC
13,266.3293863041604,265.2644373688889,LEC
14,254.60357463288886,257.88796262772485,STR
15,99.6369381877086,98.95649436045652,LEC
16,219.69305673387416,218.29017677142858,LEC
17,271.3645919181105,269.88245369644,LEC
18,293.14118458,290.20718547324674,LEC
19,305.022841701813,301.6810536507597,LEC
20,311.1918816160847,309.0017440511489,LEC
21,280.1589285123271,265.8545876727273,LEC
22,152.11564407809996,138.45514935090466,LEC
23,233.7219451387707,225.73416879719298,LEC
24,278.55472480717475,273.54906541804115,LEC
