Minisector,BOT,LEC,Fastest
0,305.5235414933333,297.883928431746,BOT
1,309.7713815578947,301.6491227508772,BOT
2,310.109649122807,301.65796077886347,BOT
3,226.341691136,215.41466168888888,BOT
4,229.50927383199198,223.52503048144808,BOT
5,121.1557552779002,119.40640751719013,BOT
6,231.46180436825398,223.96399880533332,BOT
7,270.2528352176595,264.4439390545454,BOT
8,218.98170552098765,237.91672564891053,LEC
9,122.93926200802584,122.00853959506476,BOT
10,243.86076080152378,238.76775262608697,BOT
11,255.1627735396206,247.15766737066667,BOT
12,135.86567530158732,133.60360335450565,BOT
13,226.29804617922537,218.73951659775258,BOT
14,270.90583296,264.2360503652174,BOT
15,228.58498723315455,218.98479032106522,BOT
16,171.84278108465926,166.65780423091246,BOT
17,247.05632299880392,244.8266821877005,BOT
18,122.51542347407407,127.73645326376811,LEC
19,143.3896830837886,149.52936306394483,LEC
20,209.03582438249865,202.0729665050903,BOT
21,263.8333325575758,255.87435354985294,BOT
22,280.94186493968255,272.61456828952385,BOT
23,289.5739526491018,281.8763887238095,BOT
24,298.69824532210527,290.5048806857143,BOT
25,,295.33333333333337,LEC
