Minisector,HAM,BOT,Fastest
0,289.6525622177417,288.6481477671957,HAM
1,301.1042590035693,301.4077888566477,BOT
2,307.2207214463325,306.0294486990909,HAM
3,309.0683174677555,307.624181647619,HAM
4,181.8833228005788,184.52788219676688,BOT
5,220.33622258325784,205.52482946490298,HAM
6,244.8087646984067,242.8500004254476,HAM
7,268.5934857058201,266.27751244021164,HAM
8,272.289271687105,280.8037945249401,BOT
9,167.38442936512203,169.5060535298745,BOT
10,233.12148498478433,228.82076597022916,HAM
11,145.24433920272176,145.80598911974874,BOT
12,224.73103364809793,216.40440114354016,HAM
13,205.0212854940818,217.63515350969575,BOT
14,213.81694803009614,201.87149474364324,HAM
15,246.49982717167345,250.68434721702098,BOT
16,260.5763168341244,260.6415563256798,BOT
17,284.7989463363651,283.6157918058549,HAM
18,147.37171464486732,174.24714845648882,BOT
19,159.46250554992326,141.88167588972735,HAM
20,150.9988497913647,145.87641236008074,HAM
21,170.06077573787235,175.26512318131554,BOT
22,121.23228875515468,120.66566851332794,HAM
23,222.849425805403,210.2096081573105,HAM
24,274.58543984014545,265.0133849455823,HAM
25,,281.8111104,BOT
