Minisector,VER,GAS,Fastest
0,259.17035879569414,260.07992682041584,GAS
1,134.28416441603588,133.8301186252415,VER
2,191.77074895770562,198.24884321185183,GAS
3,243.53333333333333,244.80516626694364,GAS
4,253.63769043900885,260.92454875930446,GAS
5,178.46078433699898,183.5162043280922,GAS
6,147.10689117512922,151.03673660301402,GAS
7,179.33105232899464,189.5786625954246,GAS
8,104.08326029919525,106.51034093675575,GAS
9,75.79427630837702,77.5245081030543,GAS
10,93.88188487278094,97.53906338288995,GAS
11,175.90819422401765,185.53902081204464,GAS
12,238.24938528681884,244.1138521943801,GAS
13,248.7499996952381,265.67684840869475,GAS
14,266.51058178451484,278.56726919797387,GAS
15,115.61495499415986,121.10980029274215,GAS
16,146.7208824190481,149.27762160313432,GAS
17,188.05995091626914,189.64868429473685,GAS
18,193.23917902236744,197.51080442300386,GAS
19,201.86266303048487,208.84366908545542,GAS
20,138.05261941527772,137.29074335196464,VER
21,112.94851632758677,118.43540654878888,GAS
22,94.5780395454079,97.36720606668854,GAS
23,193.57995725440725,196.70968616240782,GAS
24,247.03990231843753,248.40126762325812,GAS
25,262.2166656,261.23333333333335,VER
