Minisector,HAM,ALO,Fastest
0,298.3446192722404,290.80753402107933,HAM
1,310.54505684734403,305.6804562229277,HAM
2,316.883562759293,312.47702570110914,HAM
3,306.2725145343044,293.92639323089946,HAM
4,162.34248610809524,158.50084373981636,HAM
5,205.00359932759105,198.4698568324567,HAM
6,227.2898267337636,219.72720646141218,HAM
7,262.4268816012293,257.6432517507636,HAM
8,237.28770135784677,229.69700351492065,HAM
9,153.53964665837495,150.10611634985028,HAM
10,214.38950949015873,205.90738836273292,HAM
11,126.58462747934007,126.39904267234574,HAM
12,229.02379628657533,230.24063894949006,ALO
13,171.88324922057143,159.2375079457096,HAM
14,225.49593092708523,214.77264575533755,HAM
15,222.3568253004329,214.77820517270663,HAM
16,252.00091179428574,253.55448348671652,ALO
17,275.7522607966568,265.47013557727274,HAM
18,146.53958090682423,134.6092397331133,HAM
19,172.17795796877726,159.27694936500453,HAM
20,139.25185410295765,139.70894756234742,ALO
21,151.52318137836957,139.3279403533494,HAM
22,112.33806427645503,111.00758976651737,HAM
23,217.65810292378413,223.6292083959951,ALO
24,262.90302519949205,260.7852482486184,HAM
25,275.3468744,,HAM
